cid,name,category,material,shape,volume_cm3,mass_kg,install,why_for_sim,size_basis,source_tag,params
C081,CsI_Bottom_Quadrant_00,active_shield_bottom,CsI,z_annulus_phi_segment,1526.8140296446395,6.885931273697325,One of four bottom CsI veto quadrants below the cryostat bay.,Bottom/upward atmospheric-secondary path is important for balloon background; bottom is thicker than the side.,6 cm bottom thickness is an intermediate between original 8 cm bottom and v3p3 lighter bay model.,DEMO2 CsI policy + GRIS contrast,"{""r_in_cm"": 0.0, ""r_out_cm"": 18.0, ""z0_cm"": -20.4, ""z1_cm"": -14.4, ""phi0_deg"": 0.0, ""dphi_deg"": 90.0}"
C082,CsI_Bottom_Quadrant_01,active_shield_bottom,CsI,z_annulus_phi_segment,1526.8140296446395,6.885931273697325,One of four bottom CsI veto quadrants below the cryostat bay.,Bottom/upward atmospheric-secondary path is important for balloon background; bottom is thicker than the side.,6 cm bottom thickness is an intermediate between original 8 cm bottom and v3p3 lighter bay model.,DEMO2 CsI policy + GRIS contrast,"{""r_in_cm"": 0.0, ""r_out_cm"": 18.0, ""z0_cm"": -20.4, ""z1_cm"": -14.4, ""phi0_deg"": 90.0, ""dphi_deg"": 90.0}"
C083,CsI_Bottom_Quadrant_02,active_shield_bottom,CsI,z_annulus_phi_segment,1526.8140296446395,6.885931273697325,One of four bottom CsI veto quadrants below the cryostat bay.,Bottom/upward atmospheric-secondary path is important for balloon background; bottom is thicker than the side.,6 cm bottom thickness is an intermediate between original 8 cm bottom and v3p3 lighter bay model.,DEMO2 CsI policy + GRIS contrast,"{""r_in_cm"": 0.0, ""r_out_cm"": 18.0, ""z0_cm"": -20.4, ""z1_cm"": -14.4, ""phi0_deg"": 180.0, ""dphi_deg"": 90.0}"
C084,CsI_Bottom_Quadrant_03,active_shield_bottom,CsI,z_annulus_phi_segment,1526.8140296446395,6.885931273697325,One of four bottom CsI veto quadrants below the cryostat bay.,Bottom/upward atmospheric-secondary path is important for balloon background; bottom is thicker than the side.,6 cm bottom thickness is an intermediate between original 8 cm bottom and v3p3 lighter bay model.,DEMO2 CsI policy + GRIS contrast,"{""r_in_cm"": 0.0, ""r_out_cm"": 18.0, ""z0_cm"": -20.4, ""z1_cm"": -14.4, ""phi0_deg"": 270.0, ""dphi_deg"": 90.0}"
C085,CsI_TopAnnulus_Segment_00,active_shield_top,CsI,z_annulus_phi_segment,163.80264095817182,0.7387499107213549,One of eight CsI top-annulus segments around the upper cryostat tower.,Closes the detector-bay veto while allowing the DR tower/services to continue upward without piercing active CsI.,"3 cm axial thickness; the central hole is mechanical/service clearance, not an observation hole.",511-CAM detector-bay shielding analogy,"{""r_in_cm"": 13.6, ""r_out_cm"": 18.0, ""z0_cm"": 2.0, ""z1_cm"": 5.0, ""phi0_deg"": 0.0, ""dphi_deg"": 45.0, ""central_hole"": ""passes upper cryostat/service tower; not an optical bore""}"
C086,CsI_TopAnnulus_Segment_01,active_shield_top,CsI,z_annulus_phi_segment,163.80264095817182,0.7387499107213549,One of eight CsI top-annulus segments around the upper cryostat tower.,Closes the detector-bay veto while allowing the DR tower/services to continue upward without piercing active CsI.,"3 cm axial thickness; the central hole is mechanical/service clearance, not an observation hole.",511-CAM detector-bay shielding analogy,"{""r_in_cm"": 13.6, ""r_out_cm"": 18.0, ""z0_cm"": 2.0, ""z1_cm"": 5.0, ""phi0_deg"": 45.0, ""dphi_deg"": 45.0, ""central_hole"": ""passes upper cryostat/service tower; not an optical bore""}"
C087,CsI_TopAnnulus_Segment_02,active_shield_top,CsI,z_annulus_phi_segment,163.80264095817182,0.7387499107213549,One of eight CsI top-annulus segments around the upper cryostat tower.,Closes the detector-bay veto while allowing the DR tower/services to continue upward without piercing active CsI.,"3 cm axial thickness; the central hole is mechanical/service clearance, not an observation hole.",511-CAM detector-bay shielding analogy,"{""r_in_cm"": 13.6, ""r_out_cm"": 18.0, ""z0_cm"": 2.0, ""z1_cm"": 5.0, ""phi0_deg"": 90.0, ""dphi_deg"": 45.0, ""central_hole"": ""passes upper cryostat/service tower; not an optical bore""}"
C088,CsI_TopAnnulus_Segment_03,active_shield_top,CsI,z_annulus_phi_segment,163.80264095817182,0.7387499107213549,One of eight CsI top-annulus segments around the upper cryostat tower.,Closes the detector-bay veto while allowing the DR tower/services to continue upward without piercing active CsI.,"3 cm axial thickness; the central hole is mechanical/service clearance, not an observation hole.",511-CAM detector-bay shielding analogy,"{""r_in_cm"": 13.6, ""r_out_cm"": 18.0, ""z0_cm"": 2.0, ""z1_cm"": 5.0, ""phi0_deg"": 135.0, ""dphi_deg"": 45.0, ""central_hole"": ""passes upper cryostat/service tower; not an optical bore""}"
C089,CsI_TopAnnulus_Segment_04,active_shield_top,CsI,z_annulus_phi_segment,163.80264095817182,0.7387499107213549,One of eight CsI top-annulus segments around the upper cryostat tower.,Closes the detector-bay veto while allowing the DR tower/services to continue upward without piercing active CsI.,"3 cm axial thickness; the central hole is mechanical/service clearance, not an observation hole.",511-CAM detector-bay shielding analogy,"{""r_in_cm"": 13.6, ""r_out_cm"": 18.0, ""z0_cm"": 2.0, ""z1_cm"": 5.0, ""phi0_deg"": 180.0, ""dphi_deg"": 45.0, ""central_hole"": ""passes upper cryostat/service tower; not an optical bore""}"
C090,CsI_TopAnnulus_Segment_05,active_shield_top,CsI,z_annulus_phi_segment,163.80264095817182,0.7387499107213549,One of eight CsI top-annulus segments around the upper cryostat tower.,Closes the detector-bay veto while allowing the DR tower/services to continue upward without piercing active CsI.,"3 cm axial thickness; the central hole is mechanical/service clearance, not an observation hole.",511-CAM detector-bay shielding analogy,"{""r_in_cm"": 13.6, ""r_out_cm"": 18.0, ""z0_cm"": 2.0, ""z1_cm"": 5.0, ""phi0_deg"": 225.0, ""dphi_deg"": 45.0, ""central_hole"": ""passes upper cryostat/service tower; not an optical bore""}"
C091,CsI_TopAnnulus_Segment_06,active_shield_top,CsI,z_annulus_phi_segment,163.80264095817182,0.7387499107213549,One of eight CsI top-annulus segments around the upper cryostat tower.,Closes the detector-bay veto while allowing the DR tower/services to continue upward without piercing active CsI.,"3 cm axial thickness; the central hole is mechanical/service clearance, not an observation hole.",511-CAM detector-bay shielding analogy,"{""r_in_cm"": 13.6, ""r_out_cm"": 18.0, ""z0_cm"": 2.0, ""z1_cm"": 5.0, ""phi0_deg"": 270.0, ""dphi_deg"": 45.0, ""central_hole"": ""passes upper cryostat/service tower; not an optical bore""}"
C092,CsI_TopAnnulus_Segment_07,active_shield_top,CsI,z_annulus_phi_segment,163.80264095817182,0.7387499107213549,One of eight CsI top-annulus segments around the upper cryostat tower.,Closes the detector-bay veto while allowing the DR tower/services to continue upward without piercing active CsI.,"3 cm axial thickness; the central hole is mechanical/service clearance, not an observation hole.",511-CAM detector-bay shielding analogy,"{""r_in_cm"": 13.6, ""r_out_cm"": 18.0, ""z0_cm"": 2.0, ""z1_cm"": 5.0, ""phi0_deg"": 315.0, ""dphi_deg"": 45.0, ""central_hole"": ""passes upper cryostat/service tower; not an optical bore""}"
C093,ActiveShield_Al_Backplane_detector_bay,shield_packaging,Aluminium,z_annulus,188.78458573951514,0.5097183814966909,Al support/readout backplane outside the CsI side panels. Side port is an explicit CSG aperture in this minimal patch.,Active shield is not bare scintillator; packaging/readout mass affects local background.,1 mm Al shell outside side CsI panels; bay-limited.,DEMO2 shield packaging proxy,"{""r_in_cm"": 18.05, ""r_out_cm"": 18.15, ""z0_cm"": -14.4, ""z1_cm"": 2.2, ""side_hole"": {""azimuth_deg"": 180, ""z_cm"": -5.2, ""r_cm"": 2.7}, ""side_port_csg_authority"": true, ""side_port_radius_cm"": 2.7, ""side_port_axis"": ""-x_to_+x, centered at y=0,z=-5.2""}"
C094,ActiveShield_Flex_Kapton_detector_bay,shield_packaging,Kapton,z_annulus,56.90134295590146,0.08079990699738007,Kapton flex/readout layer outside the CsI panels. Side port is an explicit CSG aperture in this minimal patch.,Keeps active-shield electronics/support mass in the local model.,0.3 mm Kapton layer; corrects the old Al/Kapton material confusion.,DEMO2 shield packaging proxy,"{""r_in_cm"": 18.17, ""r_out_cm"": 18.2, ""z0_cm"": -14.4, ""z1_cm"": 2.2, ""side_hole"": {""azimuth_deg"": 180, ""z_cm"": -5.2, ""r_cm"": 2.7}, ""side_port_csg_authority"": true, ""side_port_radius_cm"": 2.7, ""side_port_axis"": ""-x_to_+x, centered at y=0,z=-5.2""}"
C095,Outer_Al_Mechanical_Shell_detector_bay,outer_shell,Aluminium,z_shell_top_annulus,1375.9610336045644,3.7150947907323237,Outermost bay mechanical cover outside the CsI veto. Side port is an explicit CSG aperture in this minimal patch.,Mechanical shell/support proxy and local activation/scattering mass; not a pressure vessel.,3 mm Al bay cover with top annulus around the cryostat tower and side aperture for the beam.,Mechanical packaging proxy,"{""r_in_cm"": 18.3, ""r_out_cm"": 18.6, ""z_in_bot_cm"": -20.7, ""z_out_bot_cm"": -21.0, ""z_top_cm"": 5.2, ""top_ann_z0_cm"": 5.2, ""top_ann_z1_cm"": 5.5, ""top_hole_r_cm"": 13.7, ""side_hole"": {""azimuth_deg"": 180, ""z_cm"": -5.2, ""r_cm"": 2.7}, ""side_port_csg_authority"": true, ""side_port_radius_cm"": 2.7, ""side_port_axis"": ""-x_to_+x, centered at y=0,z=-5.2""}"
